wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
panel,5,12.0,46.0,7.0,55.88105600000001,37.591701,8500000
monolith,8,9.0,45.0,6.0,55.885580000000004,37.695816,8500000
brick,2,5.0,45.0,6.0,55.815059,37.654340000000005,8700000
panel,1,12.0,45.8,6.7,55.888967,37.598744,8700000
panel,9,12.0,45.9,6.8,55.876884999999994,37.687973,8850000
panel,6,9.0,45.0,10.0,55.870587,37.715606,8989999
panel,7,9.0,47.0,6.0,55.820905,37.579699,9000000
panel,7,12.0,45.9,7.0,55.862004000000006,37.58623,9150000
panel,4,5.0,45.0,6.0,55.85103,37.639563,9250000
panel,4,5.0,45.0,7.0,55.85103,37.639563,9250000
block,10,14.0,47.0,10.0,55.862161,37.642016,9300000
panel,22,25.0,45.0,10.0,55.867909999999995,37.638665,9400000
panel,5,12.0,46.0,7.0,55.827808,37.582349,9700000
panel,2,9.0,45.1,6.0,55.85791700000001,37.617339,10200000
monolith,15,22.0,46.8,12.0,55.867253000000005,37.686006,10200000
panel,4,12.0,45.5,6.7,55.82662,37.582556,10400000
block,9,12.0,46.0,7.0,55.82662,37.582556,10500000
brick,7,8.0,45.0,6.0,55.830326,37.646902000000004,10800000
brick,13,15.0,47.7,7.8,55.794679,37.586040999999994,10900000
monolith,6,20.0,46.5,10.0,55.804046,37.590659,12300000
monolith,16,20.0,47.0,12.0,55.804046,37.590659,12400000
monolith,4,22.0,45.0,15.0,55.812752,37.647549,12500000
brick,6,10.0,46.7,5.5,55.811928,37.658643,13200000
brick,6,10.0,47.0,6.0,55.811928,37.658643,13200000
brick,3,9.0,47.6,6.2,55.820809,37.646193,13800000
panel,9,9.0,45.0,6.0,55.871198,37.706065,6450000
panel,7,14.0,45.0,12.0,55.941027000000005,37.529178,6750000
panel,4,9.0,46.0,6.3,55.868223,37.701762,6990000
panel,3,9.0,45.2,6.0,55.881884,37.710234,6999000
panel,2,9.0,45.0,6.5,55.855042000000005,37.685466999999996,6950000
panel,2,9.0,45.0,6.1,55.878723,37.575486,7000000
panel,4,9.0,47.0,7.0,55.867854,37.702535,7300000
panel,9,9.0,45.0,6.0,55.879036,37.70558,7300000
panel,15,17.0,46.5,11.9,55.868905000000005,37.706765999999995,7300000
panel,3,17.0,46.1,12.0,55.868905000000005,37.706765999999995,7400000
panel,1,9.0,47.0,6.0,55.85994300000001,37.608311,7400000
panel,1,9.0,45.0,6.5,55.871349,37.600783,7450000
panel,3,12.0,46.0,7.0,55.891835,37.570671000000004,7500000
monolith,11,17.0,47.0,15.0,55.887604,37.678451,7560000
panel,1,12.0,45.8,8.5,55.898699,37.593731,7500000
panel,12,12.0,46.0,7.0,55.86676800000001,37.586473,7500000
panel,4,12.0,46.0,7.0,55.877541,37.688736999999996,7500000
panel,2,9.0,46.0,6.0,55.855920999999995,37.61918,7600000
panel,6,9.0,46.0,6.0,55.894697,37.627651,7700000
panel,2,9.0,46.5,6.0,55.89193100000001,37.595195000000004,7900000
panel,6,9.0,45.3,6.1,55.895747,37.628325,7900000
panel,6,12.0,46.0,6.8,55.891835,37.570671000000004,7990000
panel,5,12.0,47.0,6.8,55.884989000000004,37.592186,8000000
panel,3,9.0,45.0,6.0,55.89504,37.607206,8000000
panel,9,9.0,45.0,6.0,55.8534,37.616836,8000000
panel,8,12.0,46.5,7.0,55.860473999999996,37.618704,8200000
block,12,13.0,47.0,9.0,55.88095500000001,37.684614,8200000
panel,4,12.0,46.0,6.7,55.862004000000006,37.58623,8150000
panel,2,9.0,45.0,6.0,55.88401999999999,37.663701,8250000
panel,1,9.0,47.0,6.0,55.868299,37.618947,8300000
panel,2,9.0,47.7,6.0,55.893156999999995,37.570168,8300000
panel,10,12.0,46.0,6.8,55.890542,37.594962,8350000
panel,10,12.0,45.4,6.7,55.88403,37.590165,8300000
block,2,5.0,45.0,5.4,55.865591,37.669755,8400000
panel,6,9.0,45.0,6.0,55.863873999999996,37.617752,8400000
panel,9,12.0,46.0,7.0,55.883626,37.600145,8500000
panel,2,12.0,47.7,7.0,55.864955,37.607314,8500000
panel,10,12.0,47.0,9.0,55.827358,37.579699,8599000
panel,3,12.0,45.7,7.0,55.88613,37.606029,8700000
block,2,5.0,45.0,6.0,55.838257999999996,37.644154,8799000
block,7,12.0,47.0,9.5,55.88274200000001,37.696462,8790000
panel,3,12.0,45.0,7.0,55.88105600000001,37.591701,8900000
block,2,5.0,45.0,6.0,55.81953000000001,37.628137,8990000
panel,6,12.0,46.0,6.0,55.879879,37.651897,9100000
panel,1,9.0,47.0,7.0,55.789603,37.610772,9200000
block,10,14.0,46.0,6.5,55.835088,37.663575,9300000
panel,9,12.0,45.0,6.0,55.872232999999994,37.647944,9500000
block,2,12.0,45.1,6.0,55.815397999999995,37.583104,9500000
block,4,5.0,45.0,5.5,55.850606000000006,37.640156,9500000
brick,5,5.0,45.0,8.0,55.808896999999995,37.652993,9700000
block,8,14.0,46.0,6.0,55.835088,37.663575,10300000
block,7,12.0,45.6,8.0,55.82662,37.582556,10290000
panel,17,17.0,47.0,12.0,55.857845999999995,37.601240999999995,11450000
block,2,14.0,45.0,6.0,55.786784,37.611203,11950000
block,4,12.0,46.7,8.0,55.851449,37.642016,12200000
monolith,3,23.0,45.0,11.0,55.85675500000001,37.609479,12500000
brick,6,10.0,46.7,14.9,55.811928,37.658643,13200000
panel,6,12.0,45.9,6.7,55.902409,37.555651,6800000
panel,3,12.0,46.7,6.8,55.881965,37.595653000000006,9600000
block,9,12.0,47.3,9.1,55.86405500000001,37.669181,10500000
monolithBrick,11,19.0,45.5,11.0,55.854133,37.61865,11000000
monolith,3,22.0,45.3,15.2,55.812752,37.647549,12500000
monolith,19,38.0,49.0,15.0,55.834568000000004,37.659622,11250000
panel,4,9.0,48.0,9.0,55.858897,37.611886,8700000
panel,11,12.0,48.0,6.5,55.817308999999995,37.659649,9400000
monolith,3,12.0,48.0,16.0,55.849691,37.620905,12200000
monolith,11,17.0,48.3,11.6,55.920970999999994,37.556936,8500000
monolith,8,11.0,49.4,6.0,55.870925,37.682736,6200000
panel,7,9.0,49.4,6.0,55.896216,37.599795,8450000
monolith,17,25.0,48.5,16.0,55.812752,37.647549,17350000
monolith,17,25.0,48.5,16.5,55.812752,37.647549,17350000
brick,7,12.0,49.6,10.0,55.80741,37.639455,12286559
panel,1,12.0,48.2,8.0,55.873940000000005,37.70876,7500000
panel,3,9.0,48.0,7.0,55.895964,37.570446999999994,7700000
panel,7,9.0,49.0,6.0,55.868368999999994,37.6986,7850000
panel,6,12.0,48.0,6.8,55.891835,37.570671000000004,7900000
panel,12,12.0,48.0,7.0,55.863949,37.607754,8250000
monolith,11,17.0,48.3,11.6,55.920970999999994,37.556936,8500000
panel,1,9.0,48.5,10.0,55.892198,37.664518,8500000
panel,4,9.0,48.0,9.0,55.858897,37.611886,8700000
brick,2,17.0,49.1,16.0,55.86454499999999,37.669729,9800000
panel,11,12.0,48.4,7.0,55.817308999999995,37.659649,10400000
panel,1,11.0,49.0,8.0,55.818301,37.62678,10500000
panel,9,12.0,48.9,9.0,55.86981899999999,37.646444,10650000
monolithBrick,2,16.0,49.0,11.0,55.924845,37.548546,11200000
monolith,3,17.0,48.0,16.0,55.849691,37.620905,12200000
monolithBrick,4,22.0,48.2,14.5,55.812752,37.647549,12500000
monolithBrick,5,22.0,48.2,14.5,55.812752,37.647549,12850000
monolithBrick,8,22.0,48.2,14.5,55.812752,37.647549,12790000
panel,2,9.0,48.0,6.0,55.869915,37.613728,7400000
brick,4,5.0,49.0,6.1,55.878652,37.714824,7890000
monolith,8,17.0,48.9,10.2,55.920825,37.555436,7900000
stalin,1,5.0,48.3,8.7,55.865066000000006,37.680347,8000000
panel,9,9.0,49.6,6.0,55.893813,37.568452,8000000
block,2,14.0,49.0,9.0,55.839183,37.581154999999995,8100000
block,4,14.0,48.0,9.5,55.888528,37.646246999999995,8400000
panel,2,14.0,49.0,9.0,55.89024499999999,37.669037,8750000
block,3,14.0,48.0,8.8,55.851333,37.658527,8799000
panel,2,16.0,50.0,10.0,55.863015000000004,37.671022,10350000
block,5,12.0,49.0,10.0,55.79334300000001,37.625809999999994,10700000
monolith,19,38.0,50.0,15.0,55.834568000000004,37.659622,11150000
block,14,14.0,48.0,9.0,55.790296999999995,37.612846999999995,14000000
block,6,12.0,49.0,9.4,55.86405500000001,37.669181,9000000
monolithBrick,21,25.0,50.7,15.0,55.821371,37.587946,15800000
panel,11,12.0,52.0,10.2,55.891082999999995,37.611096,8150000
panel,4,9.0,51.0,6.0,55.891456000000005,37.671094000000004,8350000
brick,1,12.0,52.2,9.0,55.857744999999994,37.611545,8500000
panel,6,12.0,52.8,8.8,55.853708,37.609937,8750000
panel,12,17.0,51.6,8.4,55.886033999999995,37.68853,9500000
panel,3,9.0,50.0,6.0,55.888281000000006,37.65876,10150000
panel,2,12.0,52.3,8.8,55.85224300000001,37.610997,10300000
brick,3,4.0,52.0,9.0,55.794290000000004,37.607215000000004,11990000
panel,12,14.0,52.0,10.0,55.885191000000006,37.655167,12500000
brick,6,9.0,50.4,8.3,55.823479000000006,37.655077,12500000
brick,5,9.0,52.5,6.5,55.823975,37.654008000000005,12990000
panel,5,12.0,52.0,9.0,55.852405000000005,37.613728,10000000
brick,4,8.0,50.3,6.6,55.82043,37.664932,10000000
panel,5,12.0,51.5,8.1,55.873096999999994,37.661626,10000000
monolith,5,12.0,50.2,11.4,55.867389,37.604906,10500000
panel,1,16.0,52.0,9.0,55.877390000000005,37.726843,6850000
panel,1,16.0,52.0,9.0,55.892612,37.568417,7800000
panel,1,9.0,50.9,9.0,55.856548,37.613,7800000
panel,16,17.0,51.0,9.6,55.913616000000005,37.54886,7999990
panel,10,12.0,52.0,8.6,55.893713,37.629421,7900000
panel,2,9.0,51.0,6.5,55.870197999999995,37.616448999999996,8800000
brick,3,5.0,51.0,10.0,55.865944999999996,37.678505,9100000
panel,2,9.0,50.0,6.0,55.88575600000001,37.693803,9300000
panel,4,12.0,52.0,10.1,55.870112,37.641719,9450000
panel,2,17.0,50.0,9.0,55.86869300000001,37.656011,9500000
panel,6,9.0,51.0,6.0,55.890542,37.668273,9600000
panel,13,17.0,52.0,9.0,55.877152,37.628119,9650000
panel,7,9.0,51.0,6.0,55.866172,37.614419,9800000
block,9,16.0,50.0,10.0,55.87716700000001,37.652481,11200000
panel,13,16.0,50.3,12.0,55.81745600000001,37.622881,11500000
panel,6,17.0,51.3,9.8,55.889376,37.66044,11700000
panel,5,17.0,51.1,9.7,55.8553,37.642402000000004,11900000
brick,3,9.0,51.7,10.9,55.829562,37.659587,12490000
panel,4,16.0,52.0,8.4,55.787786,37.603153999999996,14900000
brick,2,5.0,52.0,6.5,55.824278,37.597657,12100000
panel,7,12.0,52.0,8.5,55.880778,37.587865,9100000
panel,7,9.0,51.0,6.0,55.866172,37.614419,9800000
panel,6,17.0,50.2,8.4,55.856184,37.659254,11000000
panel,8,12.0,51.6,8.4,55.87284399999999,37.712713,7250000
panel,8,12.0,51.6,8.4,55.87284399999999,37.712713,7250000
panel,1,12.0,52.1,8.8,55.86334300000001,37.586958,7500000
panel,4,9.0,51.4,6.0,55.880984999999995,37.716675,7800000
panel,4,9.0,50.0,6.0,55.868368999999994,37.6986,7900000
panel,1,16.0,52.0,8.5,55.89445500000001,37.579062,8000000
panel,1,9.0,52.2,8.0,55.869657,37.610009000000005,8000000
panel,12,12.0,50.2,6.2,55.864955,37.607314,8100000
panel,2,9.0,50.5,6.7,55.850636,37.686141,8200000
panel,14,14.0,52.0,8.5,55.876748,37.709488,8200000
panel,15,17.0,51.2,8.5,55.933413,37.550001,8200000
panel,3,16.0,52.5,8.5,55.895353,37.614267,8200000
panel,6,12.0,52.0,8.5,55.885014,37.587964,8300000
panel,8,16.0,51.0,8.0,55.856669,37.685907,8500000
panel,16,16.0,50.6,8.6,55.869243000000004,37.712731,8500000
panel,16,16.0,50.6,8.6,55.869243000000004,37.712731,8500000
panel,16,16.0,50.6,9.0,55.869243000000004,37.712731,8500000
panel,16,16.0,50.6,8.5,55.869243000000004,37.712731,8500000
panel,16,16.0,50.6,8.6,55.869243000000004,37.712731,8500000
brick,7,8.0,52.8,5.0,55.878091000000005,37.631694,8600000
panel,14,17.0,51.2,10.0,55.882408999999996,37.575693,8600000
panel,1,12.0,52.5,9.0,55.858574,37.608958,8700000
panel,4,9.0,50.0,6.0,55.867975,37.601537,8650000
panel,2,9.0,51.0,6.1,55.884933,37.664922999999995,8800000
panel,3,9.0,51.3,6.0,55.88608000000001,37.694863,8800000
panel,5,12.0,52.3,8.7,55.890987,37.624390999999996,8900000
panel,2,12.0,51.4,8.6,55.886968,37.613467,8900000
panel,2,12.0,52.0,9.0,55.934321,37.548977,9050000
panel,12,16.0,50.5,11.0,55.855497,37.612434,9100000
panel,6,12.0,52.4,8.5,55.858371999999996,37.607224,9100000
panel,7,12.0,52.0,8.0,55.880778,37.587865,9100000
panel,7,12.0,52.0,8.0,55.880778,37.587865,9100000
panel,9,12.0,52.4,9.5,55.868415,37.593524,9100000
panel,10,12.0,52.8,8.5,55.853708,37.609937,9100000
panel,6,14.0,52.0,9.0,55.879263,37.723169,9200000
panel,5,14.0,51.9,8.5,55.874062,37.619558000000005,9200000
panel,7,12.0,52.0,9.0,55.880778,37.587865,9200000
panel,4,17.0,52.1,9.0,55.853708,37.609937,9300000
panel,5,16.0,50.0,10.4,55.892672999999995,37.676906,9300000
panel,2,12.0,52.0,8.5,55.869198,37.602354999999996,9300000
panel,10,12.0,52.0,9.0,55.86334300000001,37.586958,9400000
panel,7,12.0,51.7,8.5,55.902857999999995,37.574543,9400000
panel,2,16.0,52.0,11.0,55.88874499999999,37.667564,9400000
panel,9,22.0,52.6,7.5,55.925672,37.544396,9400000
panel,8,16.0,51.0,9.0,55.912172999999996,37.549902,9500000
panel,5,12.0,52.2,8.7,55.89782099999999,37.575109000000005,9450000
block,4,12.0,52.0,10.1,55.870112,37.641719,9450000
monolithBrick,8,12.0,52.4,9.0,55.883479,37.608589,9500000
panel,4,12.0,51.0,8.0,55.872859999999996,37.601439,9500000
panel,2,17.0,51.0,9.0,55.889942000000005,37.655598,9500000
panel,6,17.0,51.1,10.1,55.875657,37.644432,9500000
panel,4,14.0,52.0,9.7,55.877642,37.638952,9600000
panel,14,17.0,52.0,9.8,55.877152,37.628119,9550000
panel,14,17.0,52.0,10.0,55.877152,37.628119,9550000
panel,7,9.0,51.6,6.0,55.867975,37.601537,9600000
panel,12,17.0,52.0,10.0,55.877092000000005,37.632368,9600000
panel,14,18.0,52.0,9.0,55.877152,37.628119,9550000
panel,14,17.0,51.0,10.0,55.877152,37.628119,9600000
monolith,14,17.0,52.0,9.8,55.877152,37.628119,9550000
block,1,8.0,50.6,8.2,55.812357999999996,37.583634,9700000
panel,10,12.0,51.0,8.0,55.807992000000006,37.633895,9700000
block,5,5.0,52.0,8.0,55.815741,37.589006,9799000
panel,2,16.0,52.2,8.5,55.870096999999994,37.619315,9850000
brick,4,8.0,51.0,6.0,55.821344999999994,37.665453,9900000
block,8,14.0,50.0,9.0,55.854087,37.663961,10000000
panel,15,17.0,51.0,9.0,55.892122,37.680059,10000000
panel,21,24.0,52.1,8.3,55.82948199999999,37.576322,10100000
panel,15,17.0,50.2,8.0,55.86601999999999,37.650244,10200000
panel,7,12.0,52.0,8.0,55.888801,37.617689,10200000
panel,11,16.0,52.4,9.0,55.898987,37.578963,10390000
brick,5,8.0,51.9,7.1,55.82266,37.667653,10600000
panel,1,17.0,51.0,9.0,55.890255,37.646723,10700000
panel,14,14.0,52.0,8.6,55.871425,37.626349,10800000
monolithBrick,3,22.0,50.0,12.0,55.877738,37.580714,10900000
panel,2,17.0,52.0,8.0,55.859054,37.594953000000004,11000000
panel,3,14.0,51.0,9.6,55.89139599999999,37.659425,11000000
monolith,19,37.0,50.3,18.0,55.834568000000004,37.659622,11250000
block,4,16.0,52.5,10.9,55.820303,37.578514,11200000
panel,16,17.0,50.8,9.0,55.871627000000004,37.679601,11500000
panel,17,17.0,51.0,10.0,55.85754300000001,37.638915999999995,11500000
panel,13,17.0,52.0,10.0,55.889815000000006,37.663323999999996,11500000
brick,5,8.0,50.2,8.0,55.831014,37.659416,11500000
panel,14,17.0,52.0,10.0,55.852592,37.640327,11700000
panel,5,16.0,51.5,11.5,55.835972999999996,37.654897,12000000
brick,8,14.0,51.0,8.0,55.829471,37.59162,12250000
panel,14,14.0,52.0,9.7,55.881434,37.648843,12600000
monolithBrick,9,17.0,50.4,13.6,55.883095999999995,37.705544,13000000
monolithBrick,12,13.0,52.0,14.0,55.857862,37.644899,13300000
monolith,15,18.0,50.7,10.5,55.821371,37.587946,13500000
monolith,15,18.0,50.7,10.0,55.821371,37.587946,13500000
monolith,14,20.0,51.0,17.0,55.804046,37.590659,14000000
monolith,4,10.0,52.8,12.0,55.850449,37.618614,14450000
monolithBrick,10,24.0,51.8,10.0,55.831998999999996,37.661096,14999998
panel,10,12.0,50.1,8.1,55.8769,37.724292,7849000
panel,12,12.0,52.0,10.0,55.874223,37.621184,8000000
panel,1,12.0,52.1,9.0,55.894,37.591369,8000000
panel,1,12.0,51.0,7.8,55.876541,37.720528,8000000
panel,1,12.0,52.0,9.0,55.893848999999996,37.609946,8000000
panel,4,9.0,50.9,6.0,55.850636,37.686141,8100000
panel,11,12.0,52.1,8.6,55.876107,37.723079,8150000
panel,15,17.0,51.2,8.5,55.933413,37.550001,8200000
panel,8,14.0,51.0,8.8,55.939701,37.526178,8245000
panel,9,17.0,52.0,10.0,55.934794999999994,37.554429999999996,8150000
monolithBrick,5,14.0,51.0,9.0,55.939701,37.526178,8290000
panel,3,12.0,52.5,9.0,55.867445,37.587524,8450000
panel,2,16.0,51.2,8.5,55.897831000000004,37.568767,8500000
brick,6,14.0,52.6,8.5,55.876647,37.691755,8500000
panel,2,12.0,51.7,8.7,55.896792000000005,37.574354,8500000
panel,3,12.0,52.0,9.0,55.890987,37.624390999999996,8600000
panel,8,14.0,52.0,9.0,55.8558,37.684668,8600000
brick,1,9.0,50.0,7.0,55.880586,37.686428,8570000
panel,1,12.0,52.0,9.0,55.89336899999999,37.602058,8700000
panel,4,9.0,51.0,6.0,55.878723,37.575486,8950000
panel,7,12.0,52.3,8.5,55.867146999999996,37.590614,8900000
block,12,12.0,51.4,9.0,55.871708,37.630418,8900000
monolith,4,10.0,52.0,8.0,55.8053,37.617159,8900000
panel,12,12.0,51.9,8.4,55.876324,37.725936,9000000
panel,2,9.0,51.4,6.2,55.872087,37.605068,9000000
panel,14,16.0,50.0,10.0,55.893102,37.677427,9000000
panel,3,14.0,52.2,8.4,55.877041000000006,37.697783,9000000
panel,2,12.0,52.0,8.5,55.856189,37.587497,9100000
block,16,16.0,50.0,10.5,55.901782999999995,37.552337,9100000
panel,5,16.0,50.0,10.4,55.893102,37.677427,9200000
panel,5,12.0,52.0,9.0,55.863595999999994,37.599515999999994,9200000
panel,6,12.0,52.8,8.7,55.902857999999995,37.574543,9300000
panel,11,16.0,50.8,8.0,55.891734,37.58128,9400000
panel,2,12.0,52.3,8.5,55.88825500000001,37.605068,9350000
panel,1,17.0,52.0,9.0,55.888876,37.656757,9400000
panel,16,17.0,52.0,8.5,55.860479000000005,37.592940999999996,9500000
brick,4,12.0,50.0,8.3,55.870045999999995,37.59197,9450000
panel,10,12.0,52.7,8.6,55.868056,37.634496999999996,9500000
panel,12,12.0,52.0,8.6,55.890921,37.606891,9500000
panel,2,17.0,51.0,9.0,55.886625,37.703972,9500000
panel,10,14.0,50.3,8.0,55.860144999999996,37.69401,9500000
panel,6,17.0,51.0,9.0,55.864242000000004,37.620034000000004,9550000
panel,3,16.0,50.4,10.7,55.884918000000006,37.65788,9695000
panel,16,17.0,52.0,9.7,55.879045999999995,37.610960999999996,9700000
panel,1,17.0,52.0,9.5,55.85576999999999,37.6441,9800000
brick,2,5.0,54.1,7.0,55.816849,37.590695000000004,9400000
monolith,11,20.0,54.8,28.4,55.848892000000006,37.650325,11316000
block,15,16.0,54.0,9.0,55.863505,37.667087,9900000
panel,7,14.0,54.0,8.6,55.856669,37.685907,10000000
monolith,11,16.0,54.4,9.2,55.868798999999996,37.637192,10400000
panel,17,17.0,53.7,9.3,55.827439,37.597531,13700000
panel,1,16.0,54.0,9.5,55.863868999999994,37.588242,9600000
panel,3,9.0,53.0,9.0,55.860822,37.661229999999996,12200000
block,13,15.0,54.3,8.0,55.794416000000005,37.586509,13590000
brick,8,25.0,53.0,14.0,55.831998999999996,37.661096,14399000
panel,5,12.0,54.0,8.7,55.89782099999999,37.575109000000005,9200000
monolith,10,12.0,53.0,9.0,55.86334300000001,37.586958,9400000
panel,15,17.0,54.0,10.0,55.879045999999995,37.610960999999996,9990000
brick,2,5.0,54.0,6.0,55.852121999999994,37.651035,10200000
block,2,16.0,53.0,10.5,55.823893999999996,37.577346,10950000
monolithBrick,8,22.0,53.2,10.0,55.877738,37.580714,11700000
brick,7,8.0,54.0,6.5,55.817279000000006,37.663323999999996,11999000
stalin,8,8.0,54.0,10.0,55.800853000000004,37.633886,13500000
panel,8,17.0,54.0,9.0,55.826792000000005,37.59851,14500000
panel,4,12.0,53.7,9.0,55.892723,37.629053000000006,7870000
panel,7,16.0,53.5,8.0,55.899916000000005,37.608095,8200000
panel,5,16.0,53.6,10.0,55.86760699999999,37.621687,8750000
panel,4,12.0,54.0,9.0,55.854517,37.585736,9000000
panel,7,17.0,54.5,20.0,55.868536,37.612120000000004,10300000
monolith,16,16.0,54.0,9.6,55.80641800000001,37.633976000000004,18000000
panel,8,12.0,53.0,8.5,55.895863,37.636617,7890000
panel,8,12.0,53.0,8.5,55.895863,37.636617,7890000
panel,8,12.0,53.0,9.0,55.890714,37.625909,7950000
panel,6,16.0,54.8,8.4,55.874804000000005,37.61185,8000000
panel,10,12.0,53.0,9.0,55.89914399999999,37.621121,8100000
panel,8,9.0,53.0,6.0,55.864348,37.69251,8100000
panel,9,9.0,53.1,7.0,55.875572,37.698088,8249999
panel,3,16.0,54.0,11.0,55.880258,37.59312,8200000
panel,16,16.0,53.1,8.5,55.876854,37.727014000000004,8300000
panel,3,12.0,53.0,9.2,55.882059999999996,37.593371999999995,8700000
panel,5,12.0,54.0,8.6,55.854517,37.585736,8750000
panel,9,16.0,53.0,9.0,55.873587,37.62069,8800000
panel,5,16.0,53.3,8.4,55.883848,37.690695,8890000
panel,7,17.0,53.0,11.0,55.862085,37.690507000000004,8999000
panel,12,17.0,54.0,8.0,55.885569999999994,37.684641,9000000
brick,8,14.0,53.0,8.7,55.859337,37.697585,9000000
panel,10,16.0,53.0,9.0,55.85337,37.580023,9400000
panel,7,16.0,53.7,10.0,55.886029,37.658356,9400000
panel,10,12.0,53.0,9.0,55.936181999999995,37.552588,9500000
panel,14,16.0,54.0,9.0,55.89982,37.580759,9600000
panel,16,17.0,54.0,12.0,55.868536,37.612120000000004,9700000
brick,1,3.0,54.0,9.0,55.835795999999995,37.663081,9700000
brick,1,5.0,54.8,5.3,55.815281000000006,37.655149,9700000
panel,10,12.0,54.0,8.5,55.86101899999999,37.60982,9800000
panel,9,16.0,54.0,9.5,55.890724,37.608257,9750000
panel,13,16.0,53.1,8.3,55.903408,37.574795,9750000
monolith,10,25.0,54.7,9.0,55.870077,37.712317999999996,9999999
panel,12,12.0,54.1,8.5,55.873096999999994,37.661626,10300000
panel,5,16.0,54.0,9.0,55.799502000000004,37.611437,10400000
block,5,16.0,54.0,10.0,55.869971,37.667357,10500000
panel,12,12.0,53.0,8.8,55.860493999999996,37.665209999999995,10500000
panel,4,12.0,53.0,9.0,55.87284399999999,37.712713,10500000
block,1,8.0,53.6,8.3,55.819155,37.635952,10500000
panel,3,17.0,54.0,9.4,55.93234399999999,37.542931,10700000
stalin,3,7.0,53.0,9.0,55.793282999999995,37.608598,10900000
panel,5,16.0,53.5,9.2,55.86974300000001,37.668812,10990000
panel,13,14.0,54.0,8.5,55.868915,37.664905,10990000
block,6,8.0,53.0,10.5,55.812357999999996,37.583634,10970000
panel,8,14.0,54.4,9.2,55.867036,37.638484999999996,11000000
monolithBrick,10,16.0,54.0,28.0,55.847861,37.650055,11150000
monolithBrick,11,16.0,54.0,28.0,55.847861,37.650055,11280000
monolithBrick,14,16.0,54.0,28.0,55.847861,37.650055,11380000
brick,2,7.0,54.5,7.7,55.813945999999994,37.599902,11400000
monolith,11,16.0,54.8,28.5,55.848892000000006,37.650325,11316000
panel,7,17.0,53.7,9.3,55.827879,37.590379999999996,11500000
panel,17,17.0,53.4,9.3,55.827879,37.590379999999996,12000000
panel,10,16.0,54.0,9.0,55.799502000000004,37.611437,12000000
block,6,9.0,54.0,9.0,55.820749,37.654466,12200000
panel,3,16.0,54.0,9.0,55.792007,37.615784999999995,12700000
block,7,8.0,53.0,8.3,55.81827,37.635996999999996,13000000
panel,11,17.0,53.0,8.5,55.856118,37.656271999999994,13500000
brick,2,7.0,54.0,6.0,55.801536,37.636715,13650000
panel,2,17.0,54.0,10.0,55.806439000000005,37.643974,13600000
brick,4,6.0,54.4,8.3,55.812872999999996,37.643552,14000000
panel,8,17.0,53.6,9.5,55.826792000000005,37.59851,14500000
panel,8,17.0,54.0,9.3,55.826792000000005,37.59851,14500000
panel,8,22.0,54.4,10.0,55.825132999999994,37.597989,14700000
brick,7,8.0,54.0,6.0,55.822680000000005,37.658221000000005,14900000
brick,1,8.0,53.9,5.5,55.878091000000005,37.631694,7500000
panel,4,12.0,53.0,9.0,55.89914399999999,37.621121,7500000
panel,3,12.0,54.0,9.0,55.896457999999996,37.635557,7900000
panel,1,14.0,53.3,11.5,55.85587099999999,37.700002000000005,7990000
panel,9,12.0,54.0,8.5,55.896665000000006,37.605472,8300000
panel,10,17.0,53.8,9.0,55.922404,37.542598999999996,8300000
panel,5,9.0,53.0,6.0,55.875173,37.698906,8450000
monolith,11,16.0,53.7,8.5,55.884696,37.689087,8500000
panel,3,17.0,53.4,9.2,55.882059999999996,37.593371999999995,8700000
panel,5,12.0,53.0,9.0,55.89549399999999,37.6039,8800000
panel,14,14.0,54.0,8.5,55.875006000000006,37.618686,8950000
panel,12,12.0,54.0,9.0,55.891996,37.600388,8950000
brick,4,4.0,54.0,8.0,55.832429000000005,37.587990999999995,8900000
panel,1,12.0,53.0,9.0,55.875257999999995,37.662785,8990000
panel,16,16.0,53.0,8.6,55.903014,37.550801,8990000
panel,7,17.0,53.0,7.0,55.862085,37.690507000000004,9000000
panel,12,14.0,53.6,8.5,55.874062,37.619558000000005,9100000
panel,11,16.0,53.0,9.2,55.870526,37.628370000000004,9200000
panel,8,12.0,54.0,8.6,55.854517,37.585736,9300000
panel,11,12.0,54.0,9.0,55.866738,37.598797999999995,9290000
brick,1,5.0,54.0,6.0,55.819889,37.586401,9499000
panel,8,12.0,53.0,8.5,55.905326,37.585125,9500000
block,2,16.0,53.0,15.0,55.853577,37.618173999999996,9800000
brick,1,5.0,54.1,7.1,55.816849,37.590695000000004,9800000
block,2,16.0,53.0,15.0,55.853577,37.618173999999996,9800000
brick,2,5.0,54.6,6.0,55.87176899999999,37.678155,9900000
brick,4,5.0,53.4,5.3,55.86666700000001,37.662371,9900000
panel,6,16.0,54.7,8.5,55.85578,37.585879999999996,10000000
panel,8,12.0,54.0,8.0,55.85224300000001,37.610997,10000000
panel,3,17.0,54.0,8.4,55.865354,37.650971999999996,10100000
panel,12,16.0,53.0,10.0,55.849817,37.655463,10400000
panel,8,16.0,54.7,10.0,55.87716700000001,37.652481,10400000
brick,1,3.0,54.4,9.5,55.835795999999995,37.663081,10400000
panel,16,16.0,53.0,8.5,55.870096999999994,37.619315,10500000
panel,5,24.0,53.0,10.0,55.905492,37.578540999999994,10500000
